Date,UTC,WH
2023-12-27 08:51:12,1703677872,0.0
2023-12-27 08:52:20,1703677940,0.0
2023-12-27 08:53:29,1703678009,0.0
2023-12-27 08:54:38,1703678078,0.0
2023-12-27 08:55:47,1703678147,0.0
2023-12-27 08:56:55,1703678215,0.0
2023-12-27 08:58:04,1703678284,0.0
2023-12-27 08:59:13,1703678353,0.0
2023-12-27 09:00:23,1703678423,0.0
2023-12-27 09:01:32,1703678492,0.0
2023-12-27 09:02:42,1703678562,0.0
2023-12-27 09:03:51,1703678631,0.0
2023-12-27 09:05:00,1703678700,0.0
2023-12-27 09:06:09,1703678769,0.0
2023-12-27 09:07:17,1703678837,0.0
2023-12-27 09:08:26,1703678906,0.0
2023-12-27 09:09:35,1703678975,0.0
2023-12-27 09:10:44,1703679044,0.0
2023-12-27 09:11:52,1703679112,0.0
2023-12-27 09:13:02,1703679182,0.0
2023-12-27 09:14:11,1703679251,0.0
2023-12-27 09:15:20,1703679320,0.0
2023-12-27 09:16:29,1703679389,0.0
2023-12-27 09:17:39,1703679459,0.0
2023-12-27 09:18:48,1703679528,0.0
2023-12-27 09:20:07,1703679607,0.0
2023-12-27 09:21:16,1703679676,0.0
2023-12-27 09:22:24,1703679744,0.0
2023-12-27 09:23:34,1703679814,0.0
2023-12-27 09:24:42,1703679882,0.0
2023-12-27 09:25:53,1703679953,0.0
2023-12-27 09:27:01,1703680021,0.0
2023-12-27 09:29:20,1703680160,0.0
2023-12-27 09:30:29,1703680229,0.0
2023-12-27 09:31:38,1703680298,0.0
2023-12-27 09:32:47,1703680367,0.0
2023-12-27 09:33:56,1703680436,0.0
2023-12-27 09:35:04,1703680504,0.0
2023-12-27 09:36:13,1703680573,0.0
2023-12-27 09:37:22,1703680642,0.0
2023-12-27 09:38:32,1703680712,0.0
2023-12-27 09:39:41,1703680781,0.0
2023-12-27 09:41:11,1703680871,0.0
2023-12-27 09:42:20,1703680940,0.0
2023-12-27 09:43:28,1703681008,0.0
2023-12-27 09:44:37,1703681077,0.0
2023-12-27 09:45:47,1703681147,0.0
2023-12-27 09:46:56,1703681216,0.0
2023-12-27 09:48:05,1703681285,0.0
2023-12-27 09:49:14,1703681354,0.0
2023-12-27 09:50:23,1703681423,0.0
2023-12-27 09:51:31,1703681491,0.0
2023-12-27 09:52:40,1703681560,0.0
2023-12-27 09:53:49,1703681629,0.0
2023-12-27 09:54:58,1703681698,0.0
2023-12-27 09:56:07,1703681767,0.0
2023-12-27 09:57:15,1703681835,0.0
2023-12-27 09:58:24,1703681904,0.0
2023-12-27 09:59:35,1703681975,0.0
2023-12-27 10:00:44,1703682044,0.0
2023-12-27 10:01:54,1703682114,0.0
2023-12-27 10:03:02,1703682182,0.0
2023-12-27 10:04:11,1703682251,0.0
2023-12-27 10:05:20,1703682320,0.0
2023-12-27 10:06:29,1703682389,0.0
2023-12-27 10:07:37,1703682457,0.0
2023-12-27 10:08:46,1703682526,0.0
2023-12-27 10:09:55,1703682595,0.0
2023-12-27 10:11:03,1703682663,0.0
2023-12-27 10:12:12,1703682732,0.0
2023-12-27 10:13:21,1703682801,0.0
2023-12-27 10:14:31,1703682871,0.0
2023-12-27 10:15:40,1703682940,0.0
2023-12-27 10:16:49,1703683009,0.0
2023-12-27 10:17:57,1703683077,0.0
2023-12-27 10:18:58,1703683138,0.0
2023-12-27 10:20:07,1703683207,0.0
2023-12-27 10:21:15,1703683275,0.0
2023-12-27 10:22:24,1703683344,0.0
2023-12-27 10:23:33,1703683413,0.0
2023-12-27 10:24:42,1703683482,0.0
2023-12-27 10:25:51,1703683551,0.0
2023-12-27 10:27:00,1703683620,0.0
2023-12-27 10:28:08,1703683688,0.0
2023-12-27 10:29:17,1703683757,0.0
2023-12-27 10:30:24,1703683824,0.0
2023-12-27 10:31:34,1703683894,0.0
2023-12-27 10:32:43,1703683963,0.0
2023-12-27 10:33:51,1703684031,0.0
2023-12-27 10:34:58,1703684098,0.0
2023-12-27 10:36:07,1703684167,0.0
2023-12-27 10:37:16,1703684236,0.0
2023-12-27 10:38:35,1703684315,0.0
2023-12-27 10:39:44,1703684384,0.0
2023-12-27 10:40:53,1703684453,0.0
2023-12-27 10:42:01,1703684521,0.0
2023-12-27 10:43:10,1703684590,1.0
2023-12-27 10:44:29,1703684669,0.0
2023-12-27 10:45:39,1703684739,0.0
2023-12-27 10:47:59,1703684879,0.0
2023-12-27 10:49:07,1703684947,0.0
2023-12-27 10:50:15,1703685015,0.0
2023-12-27 10:51:23,1703685083,0.0
2023-12-27 10:52:32,1703685152,0.0
2023-12-27 10:53:41,1703685221,0.0
2023-12-27 10:54:50,1703685290,0.0
2023-12-27 10:55:58,1703685358,0.0
2023-12-27 10:57:06,1703685426,0.0
2023-12-27 10:58:15,1703685495,0.0
2023-12-27 10:59:24,1703685564,0.0
2023-12-27 11:00:33,1703685633,0.0
2023-12-27 11:01:42,1703685702,0.0
2023-12-27 11:02:50,1703685770,1.0
2023-12-27 11:04:01,1703685841,0.0
2023-12-27 11:05:09,1703685909,0.0
2023-12-27 11:06:18,1703685978,0.0
2023-12-27 11:07:27,1703686047,0.0
2023-12-27 11:08:36,1703686116,0.0
2023-12-27 11:09:36,1703686176,0.0
2023-12-27 11:10:55,1703686255,0.0
2023-12-27 11:12:15,1703686335,0.0
2023-12-27 11:13:24,1703686404,0.0
2023-12-27 11:14:33,1703686473,1.0
2023-12-27 11:15:42,1703686542,0.0
2023-12-27 11:16:51,1703686611,0.0
2023-12-27 11:17:59,1703686679,0.0
2023-12-27 11:19:19,1703686759,0.0
2023-12-27 11:20:29,1703686829,0.0
2023-12-27 11:21:38,1703686898,1.0
2023-12-27 11:22:46,1703686966,0.0
2023-12-27 11:23:57,1703687037,0.0
2023-12-27 11:25:05,1703687105,0.0
2023-12-27 11:26:14,1703687174,1.0
2023-12-27 11:27:23,1703687243,0.0
2023-12-27 11:28:32,1703687312,0.0
2023-12-27 11:29:42,1703687382,0.0
2023-12-27 11:30:52,1703687452,0.0
2023-12-27 11:32:01,1703687521,1.0
2023-12-27 11:33:11,1703687591,0.0
2023-12-27 11:34:20,1703687660,0.0
2023-12-27 11:35:29,1703687729,0.0
2023-12-27 11:36:38,1703687798,1.0
2023-12-27 11:37:46,1703687866,0.0
2023-12-27 11:38:54,1703687934,0.0
2023-12-27 11:40:03,1703688003,0.0
2023-12-27 11:41:11,1703688071,1.0
2023-12-27 11:42:53,1703688173,0.0
2023-12-27 11:44:02,1703688242,0.0
2023-12-27 11:45:21,1703688321,1.0
2023-12-27 11:46:30,1703688390,0.0
2023-12-27 11:47:39,1703688459,0.0
2023-12-27 11:48:49,1703688529,1.0
2023-12-27 11:49:58,1703688598,0.0
2023-12-27 11:51:07,1703688667,1.0
2023-12-27 11:52:15,1703688735,0.0
2023-12-27 11:53:24,1703688804,0.0
2023-12-27 11:54:33,1703688873,1.0
2023-12-27 11:55:52,1703688952,0.0
